Roles,Games,# Players,# Minions,% Evil Win,STD-ERROR,ConInt95,Avg Days,Avg Days|Evil Win,Avg Days|Good Win;Roles;Games;# Players;# Minions;% Evil Win;STD-ERROR;ConInt95;Avg Days;Avg Days|Evil Win;Avg Days|Good Win
;"Demon;Godfather;Saint;Good;Good;Good;Good;Good";10000;8;1;0.4227;0.00494;(0.41302, 0.43238);2.764;3.1119;2.50927
;"Demon;Godfather;Saint;Outsider;Good;Good;Good;Good;Good";10000;9;1;0.4493;0.00497;(0.43955, 0.45905);2.9799;3.48275;2.56964
;"Demon;Godfather;DA;Saint;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.5683;0.00495;(0.55859, 0.57801);3.9758;4.4195;3.39171
;"Demon;Godfather;DA;Saint;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.5601;0.00496;(0.55037, 0.56983);4.1595;4.58186;3.62173
;"Demon;Godfather;DA;Boomdandy;Saint;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5565;0.00497;(0.54676, 0.56624);3.9419;4.3159;3.4726
;"Demon;Godfather;Saint;PoppyGrower;Good;Good;Good;Good";10000;8;1;0.3509;0.00477;(0.34155, 0.36025);2.9484;3.45341;2.6754
;"Demon;Godfather;Saint;Outsider;PoppyGrower;Good;Good;Good;Good";10000;9;1;0.4043;0.00491;(0.39468, 0.41392);3.1058;3.71308;2.69364
;"Demon;Godfather;DA;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.3638;0.00481;(0.35437, 0.37323);3.8331;4.75371;3.30666
;"Demon;Godfather;DA;Saint;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.3204;0.00467;(0.31125, 0.32955);4.1748;5.11236;3.73278
;"Demon;Godfather;DA;Boomdandy;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.3709;0.00483;(0.36143, 0.38037);3.999;4.33971;3.79812
;"Demon;Godfather;Saint;Klutz;Good;Good;Good;Good;Good";10000;9;1;0.4351;0.00496;(0.42538, 0.44482);3.0941;3.69157;2.63392
;"Demon;Godfather;DA;Saint;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.5337;0.00499;(0.52392, 0.54348);4.3815;4.87708;3.81428
;"Demon;Godfather;Saint;Klutz;PoppyGrower;Good;Good;Good;Good";10000;9;1;0.4008;0.0049;(0.39119, 0.41041);3.1736;3.83757;2.72947
;"Demon;Godfather;DA;Saint;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.2957;0.00456;(0.28676, 0.30464);4.2872;5.32973;3.8495
;"Demon;Godfather;DA;Goblin;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.7055;0.00456;(0.69657, 0.71443);3.6329;3.79561;3.24312
;"Demon;Godfather;DA;Goblin;Outsider;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.7159;0.00451;(0.70706, 0.72474);3.8315;4.00475;3.39493
;"Demon;Godfather;DA;Goblin;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.5171;0.005;(0.50731, 0.52689);3.7017;3.84819;3.54483
;"Demon;Godfather;DA;Goblin;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.4789;0.005;(0.46911, 0.48869);3.9235;3.97056;3.88025
;"Demon;Godfather;DA;Goblin;Klutz;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.7058;0.00456;(0.69687, 0.71473);3.9642;4.15954;3.49558
;"Demon;Godfather;DA;Goblin;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.4759;0.00499;(0.46611, 0.48569);3.9985;4.06346;3.93952
;"Demon;Godfather;DA;Goblin;Saint;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.7058;0.00456;(0.69687, 0.71473);3.9642;4.15954;3.49558
;"Demon;Godfather;DA;Goblin;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.4759;0.00499;(0.46611, 0.48569);3.9985;4.06346;3.93952
;"Demon;Godfather;DA;Witch;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.5962;0.00491;(0.58658, 0.60582);4.4863;4.98172;3.75483
;"Demon;Godfather;DA;Witch;Outsider;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.6065;0.00489;(0.59692, 0.61608);4.6684;5.12003;3.9723
;"Demon;Godfather;DA;Witch;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.3463;0.00476;(0.33697, 0.35563);4.448;5.568;3.85467
;"Demon;Godfather;DA;Witch;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.3275;0.00469;(0.3183, 0.3367);4.7458;5.84672;4.20967
;"Demon;Godfather;DA;Witch;Klutz;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.583;0.00493;(0.57334, 0.59266);4.8903;5.4458;4.11367
;"Demon;Godfather;DA;Witch;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.3076;0.00461;(0.29855, 0.31665);4.8331;6.06177;4.28726
;"Demon;Godfather;DA;Witch;Saint;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.583;0.00493;(0.57334, 0.59266);4.8903;5.4458;4.11367
;"Demon;Godfather;DA;Witch;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.3076;0.00461;(0.29855, 0.31665);4.8331;6.06177;4.28726
;"Demon;Godfather;Boomdandy;Good;Good;Good;Good;Good;Good;Good";10000;10;2;0.4833;0.005;(0.47351, 0.49309);2.7017;3.00414;2.41881
;"Demon;Godfather;Boomdandy;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.4702;0.00499;(0.46042, 0.47998);2.8863;3.15695;2.64609
;"Demon;Godfather;Boomdandy;Outsider;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.492;0.005;(0.4822, 0.5018);3.0187;3.32459;2.72244
;"Demon;Godfather;Boomdandy;Goblin;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.6096;0.00488;(0.60004, 0.61916);2.7877;2.91404;2.59042
;"Demon;Godfather;Boomdandy;Goblin;Outsider;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.6039;0.00489;(0.59431, 0.61349);2.9744;3.08942;2.79904
;"Demon;Godfather;Boomdandy;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;10;2;0.4018;0.0049;(0.39219, 0.41141);2.9414;3.20259;2.76596
;"Demon;Godfather;Boomdandy;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.4156;0.00493;(0.40594, 0.42526);3.1356;3.49086;2.88296
;"Demon;Godfather;Boomdandy;Outsider;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.3978;0.00489;(0.38821, 0.40739);3.3888;3.7084;3.17768
;"Demon;Godfather;Boomdandy;Goblin;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.539;0.00498;(0.52923, 0.54877);3.098;3.11763;3.07505
;"Demon;Godfather;Boomdandy;Goblin;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5281;0.00499;(0.51832, 0.53788);3.2809;3.24673;3.31914
;"Demon;Godfather;Boomdandy;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.4584;0.00498;(0.44863, 0.46817);2.987;3.25785;2.75775
;"Demon;Godfather;Boomdandy;Klutz;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.483;0.005;(0.47321, 0.49279);3.111;3.44099;2.80271
;"Demon;Godfather;Boomdandy;Goblin;Klutz;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5974;0.0049;(0.58779, 0.60701);3.0255;3.14396;2.84973
;"Demon;Godfather;Boomdandy;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.4142;0.00493;(0.40455, 0.42385);3.2105;3.59899;2.93581
;"Demon;Godfather;Boomdandy;Klutz;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.3897;0.00488;(0.38014, 0.39926);3.447;3.7475;3.25512
;"Demon;Godfather;Boomdandy;Goblin;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5246;0.00499;(0.51481, 0.53439);3.3471;3.27545;3.42617
;"Demon;Godfather;Boomdandy;Saint;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.4584;0.00498;(0.44863, 0.46817);2.987;3.25785;2.75775
;"Demon;Godfather;Boomdandy;Saint;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.483;0.005;(0.47321, 0.49279);3.111;3.44099;2.80271
;"Demon;Godfather;Boomdandy;Goblin;Saint;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5974;0.0049;(0.58779, 0.60701);3.0255;3.14396;2.84973
;"Demon;Godfather;Boomdandy;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.4142;0.00493;(0.40455, 0.42385);3.2105;3.59899;2.93581
;"Demon;Godfather;Boomdandy;Saint;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.3897;0.00488;(0.38014, 0.39926);3.447;3.7475;3.25512
;"Demon;Godfather;Boomdandy;Goblin;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5246;0.00499;(0.51481, 0.53439);3.3471;3.27545;3.42617
;"Demon;Godfather;Boomdandy;Saint;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.4665;0.00499;(0.45672, 0.47628);3.2039;3.5702;2.8836
;"Demon;Godfather;Boomdandy;Saint;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.3796;0.00485;(0.37009, 0.38911);3.5106;3.76133;3.35719
;"Demon;Godfather;Boomdandy;Witch;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.4776;0.00499;(0.46781, 0.48739);3.3468;3.72299;3.00287
;"Demon;Godfather;Boomdandy;Witch;Outsider;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.477;0.00499;(0.46721, 0.48679);3.5197;3.89245;3.17973
;"Demon;Godfather;Boomdandy;Witch;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.3981;0.0049;(0.38851, 0.40769);3.6814;4.08867;3.41203
;"Demon;Godfather;Boomdandy;Witch;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.3915;0.00488;(0.38193, 0.40107);3.9329;4.30192;3.69548
;"Demon;Godfather;Boomdandy;Witch;Klutz;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.4654;0.00499;(0.45562, 0.47518);3.6025;4.00451;3.25253
;"Demon;Godfather;Boomdandy;Witch;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.3795;0.00485;(0.36999, 0.38901);3.9851;4.34598;3.76438
;"Demon;Godfather;Boomdandy;Witch;Saint;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.4654;0.00499;(0.45562, 0.47518);3.6025;4.00451;3.25253
;"Demon;Godfather;Boomdandy;Witch;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.3795;0.00485;(0.36999, 0.38901);3.9851;4.34598;3.76438
;"Demon;Godfather;Goblin;Good;Good;Good;Good;Good;Good;Good";10000;10;2;0.6152;0.00487;(0.60566, 0.62474);2.6938;2.87549;2.40333
;"Demon;Godfather;Goblin;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.6078;0.00488;(0.59823, 0.61737);2.8999;3.05512;2.65936
;"Demon;Godfather;Goblin;Outsider;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.622;0.00485;(0.6125, 0.6315);3.0186;3.19823;2.72302
;"Demon;Godfather;Goblin;Witch;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.6009;0.0049;(0.5913, 0.6105);3.3539;3.5575;3.04736
;"Demon;Godfather;Goblin;Witch;Outsider;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.6054;0.00489;(0.59582, 0.61498);3.5267;3.73472;3.20755
;"Demon;Godfather;Goblin;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;10;2;0.5064;0.005;(0.4966, 0.5162);2.9562;3.01007;2.90093
;"Demon;Godfather;Goblin;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.5206;0.005;(0.51081, 0.53039);3.1338;3.24337;3.01481
;"Demon;Godfather;Goblin;Outsider;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.501;0.005;(0.4912, 0.5108);3.3929;3.45749;3.32806
;"Demon;Godfather;Goblin;Witch;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.5055;0.005;(0.4957, 0.5153);3.6881;3.83244;3.54055
;"Demon;Godfather;Goblin;Witch;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.491;0.005;(0.4812, 0.5008);3.9094;4.01711;3.8055
;"Demon;Godfather;Goblin;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.5957;0.00491;(0.58608, 0.60532);2.9707;3.1296;2.73658
;"Demon;Godfather;Goblin;Klutz;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.6153;0.00487;(0.60576, 0.62484);3.1094;3.31399;2.78217
;"Demon;Godfather;Goblin;Witch;Klutz;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5955;0.00491;(0.58588, 0.60512);3.6292;3.86583;3.28084
;"Demon;Godfather;Goblin;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.5194;0.005;(0.50961, 0.52919);3.2138;3.36292;3.05264
;"Demon;Godfather;Goblin;Klutz;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.4935;0.005;(0.4837, 0.5033);3.4579;3.50821;3.40888
;"Demon;Godfather;Goblin;Witch;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.4828;0.005;(0.47301, 0.49259);3.9874;4.0872;3.89424
;"Demon;Godfather;Goblin;Saint;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.5957;0.00491;(0.58608, 0.60532);2.9707;3.1296;2.73658
;"Demon;Godfather;Goblin;Saint;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.6153;0.00487;(0.60576, 0.62484);3.1094;3.31399;2.78217
;"Demon;Godfather;Goblin;Witch;Saint;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5955;0.00491;(0.58588, 0.60512);3.6292;3.86583;3.28084
;"Demon;Godfather;Goblin;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.5194;0.005;(0.50961, 0.52919);3.2138;3.36292;3.05264
;"Demon;Godfather;Goblin;Saint;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.4935;0.005;(0.4837, 0.5033);3.4579;3.50821;3.40888
;"Demon;Godfather;Goblin;Witch;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.4828;0.005;(0.47301, 0.49259);3.9874;4.0872;3.89424
;"Demon;Godfather;Goblin;Saint;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.601;0.0049;(0.5914, 0.6106);3.2143;3.42745;2.89323
;"Demon;Godfather;Goblin;Saint;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.4809;0.005;(0.47111, 0.49069);3.5312;3.5471;3.51647
;"Demon;DA;Good;Good;Good;Good;Good";10000;7;1;0.5459;0.00498;(0.53614, 0.55566);2.7278;3.03554;2.35785
;"Demon;DA;Outsider;Good;Good;Good;Good;Good";10000;8;1;0.4896;0.005;(0.4798, 0.4994);3.1395;3.49632;2.79722
;"Demon;DA;Outsider;Outsider;Good;Good;Good;Good;Good";10000;9;1;0.5791;0.00494;(0.56942, 0.58878);3.4977;4.04731;2.74151
;"Demon;DA;Boomdandy;Good;Good;Good;Good;Good;Good;Good";10000;10;2;0.5739;0.00495;(0.56421, 0.58359);2.9739;3.31643;2.51256
;"Demon;DA;Boomdandy;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.5242;0.00499;(0.51441, 0.53399);3.321;3.595;3.01913
;"Demon;DA;Boomdandy;Outsider;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.5151;0.005;(0.5053, 0.5249);3.5935;3.93361;3.23221
;"Demon;DA;Boomdandy;Goblin;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.6575;0.00475;(0.6482, 0.6668);3.0545;3.17749;2.81839
;"Demon;DA;Boomdandy;Goblin;Outsider;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.654;0.00476;(0.64468, 0.66332);3.3164;3.40581;3.1474
;"Demon;DA;PoppyGrower;Good;Good;Good;Good";10000;7;1;0.4608;0.00498;(0.45103, 0.47057);2.5527;3.0;2.17044
;"Demon;DA;Outsider;PoppyGrower;Good;Good;Good;Good";10000;8;1;0.3047;0.0046;(0.29568, 0.31372);3.061;3.75254;2.75795
;"Demon;DA;Outsider;Outsider;PoppyGrower;Good;Good;Good;Good";10000;9;1;0.409;0.00492;(0.39936, 0.41864);3.2573;4.0;2.74332
;"Demon;DA;Boomdandy;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;10;2;0.3873;0.00487;(0.37775, 0.39685);3.041;3.3101;2.8709
;"Demon;DA;Boomdandy;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.4087;0.00492;(0.39906, 0.41834);3.2706;3.66406;2.99865
;"Demon;DA;Boomdandy;Outsider;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.3614;0.0048;(0.35198, 0.37082);3.5867;3.91201;3.4026
;"Demon;DA;Boomdandy;Goblin;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.5381;0.00499;(0.52833, 0.54787);3.1356;3.17172;3.09353
;"Demon;DA;Boomdandy;Goblin;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5204;0.005;(0.51061, 0.53019);3.3846;3.33167;3.44204
;"Demon;DA;Klutz;Good;Good;Good;Good;Good";10000;8;1;0.4896;0.005;(0.4798, 0.4994);3.1395;3.49632;2.79722
;"Demon;DA;Klutz;Outsider;Good;Good;Good;Good;Good";10000;9;1;0.5791;0.00494;(0.56942, 0.58878);3.4977;4.04731;2.74151
;"Demon;DA;Boomdandy;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.5242;0.00499;(0.51441, 0.53399);3.321;3.595;3.01913
;"Demon;DA;Boomdandy;Klutz;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.5151;0.005;(0.5053, 0.5249);3.5935;3.93361;3.23221
;"Demon;DA;Boomdandy;Goblin;Klutz;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.654;0.00476;(0.64468, 0.66332);3.3164;3.40581;3.1474
;"Demon;DA;Klutz;PoppyGrower;Good;Good;Good;Good";10000;8;1;0.3047;0.0046;(0.29568, 0.31372);3.061;3.75254;2.75795
;"Demon;DA;Klutz;Outsider;PoppyGrower;Good;Good;Good;Good";10000;9;1;0.409;0.00492;(0.39936, 0.41864);3.2573;4.0;2.74332
;"Demon;DA;Boomdandy;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.4087;0.00492;(0.39906, 0.41834);3.2706;3.66406;2.99865
;"Demon;DA;Boomdandy;Klutz;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.3614;0.0048;(0.35198, 0.37082);3.5867;3.91201;3.4026
;"Demon;DA;Boomdandy;Goblin;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5204;0.005;(0.51061, 0.53019);3.3846;3.33167;3.44204
;"Demon;DA;Saint;Good;Good;Good;Good;Good";10000;8;1;0.4896;0.005;(0.4798, 0.4994);3.1395;3.49632;2.79722
;"Demon;DA;Saint;Outsider;Good;Good;Good;Good;Good";10000;9;1;0.5791;0.00494;(0.56942, 0.58878);3.4977;4.04731;2.74151
;"Demon;DA;Boomdandy;Saint;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.5242;0.00499;(0.51441, 0.53399);3.321;3.595;3.01913
;"Demon;DA;Boomdandy;Saint;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.5151;0.005;(0.5053, 0.5249);3.5935;3.93361;3.23221
;"Demon;DA;Boomdandy;Goblin;Saint;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.654;0.00476;(0.64468, 0.66332);3.3164;3.40581;3.1474
;"Demon;DA;Saint;PoppyGrower;Good;Good;Good;Good";10000;8;1;0.3047;0.0046;(0.29568, 0.31372);3.061;3.75254;2.75795
;"Demon;DA;Saint;Outsider;PoppyGrower;Good;Good;Good;Good";10000;9;1;0.409;0.00492;(0.39936, 0.41864);3.2573;4.0;2.74332
;"Demon;DA;Boomdandy;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.4087;0.00492;(0.39906, 0.41834);3.2706;3.66406;2.99865
;"Demon;DA;Boomdandy;Saint;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.3614;0.0048;(0.35198, 0.37082);3.5867;3.91201;3.4026
;"Demon;DA;Boomdandy;Goblin;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5204;0.005;(0.51061, 0.53019);3.3846;3.33167;3.44204
;"Demon;DA;Saint;Klutz;Good;Good;Good;Good;Good";10000;9;1;0.5791;0.00494;(0.56942, 0.58878);3.4977;4.04731;2.74151
;"Demon;DA;Boomdandy;Saint;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.5151;0.005;(0.5053, 0.5249);3.5935;3.93361;3.23221
;"Demon;DA;Saint;Klutz;PoppyGrower;Good;Good;Good;Good";10000;9;1;0.409;0.00492;(0.39936, 0.41864);3.2573;4.0;2.74332
;"Demon;DA;Boomdandy;Saint;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.3614;0.0048;(0.35198, 0.37082);3.5867;3.91201;3.4026
;"Demon;DA;Boomdandy;Witch;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.5328;0.00499;(0.52302, 0.54258);3.7259;4.1036;3.29516
;"Demon;DA;Boomdandy;Witch;Outsider;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5318;0.00499;(0.52202, 0.54158);3.9939;4.4056;3.52627
;"Demon;DA;Boomdandy;Witch;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.3917;0.00488;(0.38213, 0.40127);3.8125;4.28746;3.50666
;"Demon;DA;Boomdandy;Witch;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.371;0.00483;(0.36153, 0.38047);4.0828;4.47628;3.85072
;"Demon;DA;Boomdandy;Witch;Klutz;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5318;0.00499;(0.52202, 0.54158);3.9939;4.4056;3.52627
;"Demon;DA;Boomdandy;Witch;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.371;0.00483;(0.36153, 0.38047);4.0828;4.47628;3.85072
;"Demon;DA;Boomdandy;Witch;Saint;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5318;0.00499;(0.52202, 0.54158);3.9939;4.4056;3.52627
;"Demon;DA;Boomdandy;Witch;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.371;0.00483;(0.36153, 0.38047);4.0828;4.47628;3.85072
;"Demon;DA;Goblin;Good;Good;Good;Good;Good;Good;Good";10000;10;2;0.72;0.00449;(0.7112, 0.7288);2.987;3.16917;2.51857
;"Demon;DA;Goblin;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.6822;0.00466;(0.67307, 0.69133);3.3129;3.44943;3.01982
;"Demon;DA;Goblin;Outsider;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.6635;0.00473;(0.65424, 0.67276);3.5922;3.7679;3.24577
;"Demon;DA;Goblin;Witch;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.6832;0.00465;(0.67408, 0.69232);3.7234;3.88759;3.36932
;"Demon;DA;Goblin;Witch;Outsider;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.6859;0.00464;(0.6768, 0.695);4.053;4.25631;3.60904
;"Demon;DA;Goblin;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;10;2;0.4966;0.005;(0.4868, 0.5064);3.0481;3.08578;3.01093
;"Demon;DA;Goblin;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.5115;0.005;(0.5017, 0.5213);3.2759;3.43656;3.10768
;"Demon;DA;Goblin;Outsider;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.4644;0.00499;(0.45462, 0.47418);3.5963;3.62618;3.57039
;"Demon;DA;Goblin;Witch;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.5001;0.005;(0.4903, 0.5099);3.7762;3.93581;3.61652
;"Demon;DA;Goblin;Witch;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.4773;0.00499;(0.46751, 0.48709);4.0854;4.12592;4.0484
;"Demon;DA;Goblin;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.6822;0.00466;(0.67307, 0.69133);3.3129;3.44943;3.01982
;"Demon;DA;Goblin;Klutz;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.6635;0.00473;(0.65424, 0.67276);3.5922;3.7679;3.24577
;"Demon;DA;Goblin;Witch;Klutz;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.6859;0.00464;(0.6768, 0.695);4.053;4.25631;3.60904
;"Demon;DA;Goblin;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.5115;0.005;(0.5017, 0.5213);3.2759;3.43656;3.10768
;"Demon;DA;Goblin;Klutz;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.4644;0.00499;(0.45462, 0.47418);3.5963;3.62618;3.57039
;"Demon;DA;Goblin;Witch;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.4773;0.00499;(0.46751, 0.48709);4.0854;4.12592;4.0484
;"Demon;DA;Goblin;Saint;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.6822;0.00466;(0.67307, 0.69133);3.3129;3.44943;3.01982
;"Demon;DA;Goblin;Saint;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.6635;0.00473;(0.65424, 0.67276);3.5922;3.7679;3.24577
